time,leaf.ca_conc,leaf.d13c,leaf.gstar,A,Acg,Ajg,Apg,cc,ci,ca,rd,lim,gi,gs,gb,g,d13c
        1944,      310.93,f_d13c_classical,f_gstar_constref,    9.812297,    12.81369,    15.86205,    30.32879,    24.61571,    24.61571,    31.50498,        0.75,           2,         Inf,   0.2309053,         Inf,   0.2309053,    20.41064
        1945,      311.03,f_d13c_classical,f_gstar_constref,    9.815547,    12.81675,    15.86338,    30.32672,    24.62362,    24.62362,    31.51511,        0.75,           2,         Inf,   0.2309074,         Inf,   0.2309074,    20.41117
        1946,      311.12,f_d13c_classical,f_gstar_constref,    9.818470,    12.81951,    15.86457,    30.32485,    24.63075,    24.63075,    31.52423,        0.75,           2,         Inf,   0.2309093,         Inf,   0.2309093,    20.41165
        1947,      311.23,f_d13c_classical,f_gstar_constref,    9.822043,    12.82287,    15.86603,    30.32257,    24.63945,    24.63945,    31.53538,        0.75,           2,         Inf,   0.2309115,         Inf,   0.2309115,    20.41222
        1948,      311.36,f_d13c_classical,f_gstar_constref,    9.826265,    12.82686,    15.86775,    30.31987,    24.64974,    24.64974,    31.54855,        0.75,           2,         Inf,   0.2309142,         Inf,   0.2309142,    20.41291
        1949,      311.52,f_d13c_classical,f_gstar_constref,    9.831459,    12.83175,    15.86986,    30.31656,    24.66240,    24.66240,    31.56476,        0.75,           2,         Inf,   0.2309175,         Inf,   0.2309175,    20.41375
        1950,      311.71,f_d13c_classical,f_gstar_constref,    9.837626,    12.83757,    15.87237,    30.31263,    24.67744,    24.67744,    31.58402,        0.75,           2,         Inf,   0.2309213,         Inf,   0.2309213,    20.41475
        1951,      311.92,f_d13c_classical,f_gstar_constref,    9.844440,    12.84399,    15.87515,    30.30830,    24.69406,    24.69406,    31.60529,        0.75,           2,         Inf,   0.2309255,         Inf,   0.2309255,    20.41585
        1952,      312.16,f_d13c_classical,f_gstar_constref,    9.852224,    12.85133,    15.87831,    30.30335,    24.71305,    24.71305,    31.62961,        0.75,           2,         Inf,   0.2309302,         Inf,   0.2309302,    20.41711
        1953,      312.44,f_d13c_classical,f_gstar_constref,    9.861302,    12.85989,    15.88200,    30.29759,    24.73521,    24.73521,    31.65798,        0.75,           2,         Inf,   0.2309356,         Inf,   0.2309356,    20.41858
        1954,      312.75,f_d13c_classical,f_gstar_constref,    9.871347,    12.86937,    15.88608,    30.29123,    24.75975,    24.75975,    31.68939,        0.75,           2,         Inf,   0.2309414,         Inf,   0.2309414,    20.42019
        1955,      313.09,f_d13c_classical,f_gstar_constref,    9.882359,    12.87975,    15.89055,    30.28427,    24.78665,    24.78665,    31.72384,        0.75,           2,         Inf,   0.2309477,         Inf,   0.2309477,    20.42197
        1956,      313.48,f_d13c_classical,f_gstar_constref,    9.894983,    12.89165,    15.89566,    30.27632,    24.81752,    24.81752,    31.76336,        0.75,           2,         Inf,   0.2309547,         Inf,   0.2309547,    20.42400
        1957,      313.93,f_d13c_classical,f_gstar_constref,    9.909539,    12.90538,    15.90155,    30.26716,    24.85313,    24.85313,    31.80896,        0.75,           2,         Inf,   0.2309626,         Inf,   0.2309626,    20.42633
        1958,      314.75,f_d13c_classical,f_gstar_constref,    9.936036,    12.93036,    15.91225,    30.25056,    24.91803,    24.91803,    31.89204,        0.75,           2,         Inf,   0.2309762,         Inf,   0.2309762,    20.43057
        1959,      315.53,f_d13c_classical,f_gstar_constref,    9.961208,    12.95410,    15.92239,    30.23487,    24.97977,    24.97977,    31.97108,        0.75,           2,         Inf,   0.2309884,         Inf,   0.2309884,    20.43458
        1960,      316.44,f_d13c_classical,f_gstar_constref,    9.990535,    12.98175,    15.93417,    30.21668,    25.05179,    25.05179,    32.06328,        0.75,           2,         Inf,   0.2310016,         Inf,   0.2310016,    20.43923
        1961,      317.15,f_d13c_classical,f_gstar_constref,   10.013387,    13.00330,    15.94333,    30.20257,    25.10799,    25.10799,    32.13522,        0.75,           2,         Inf,   0.2310112,         Inf,   0.2310112,    20.44285
        1962,      317.94,f_d13c_classical,f_gstar_constref,   10.038782,    13.02724,    15.95349,    30.18697,    25.17052,    25.17052,    32.21527,        0.75,           2,         Inf,   0.2310212,         Inf,   0.2310212,    20.44685
        1963,      318.46,f_d13c_classical,f_gstar_constref,   10.055480,    13.04299,    15.96015,    30.17675,    25.21168,    25.21168,    32.26796,        0.75,           2,         Inf,   0.2310273,         Inf,   0.2310273,    20.44948
        1964,      319.06,f_d13c_classical,f_gstar_constref,   10.074730,    13.06114,    15.96782,    30.16500,    25.25917,    25.25917,    32.32875,        0.75,           2,         Inf,   0.2310340,         Inf,   0.2310340,    20.45249
        1965,      319.46,f_d13c_classical,f_gstar_constref,   10.087553,    13.07323,    15.97292,    30.15720,    25.29083,    25.29083,    32.36928,        0.75,           2,         Inf,   0.2310382,         Inf,   0.2310382,    20.45450
        1966,      320.78,f_d13c_classical,f_gstar_constref,   10.129809,    13.11308,    15.98969,    30.13163,    25.39531,    25.39531,    32.50303,        0.75,           2,         Inf,   0.2310508,         Inf,   0.2310508,    20.46109
        1967,      321.53,f_d13c_classical,f_gstar_constref,   10.153779,    13.13568,    15.99917,    30.11721,    25.45468,    25.45468,    32.57903,        0.75,           2,         Inf,   0.2310570,         Inf,   0.2310570,    20.46481
        1968,      322.39,f_d13c_classical,f_gstar_constref,   10.181228,    13.16156,    16.01000,    30.10078,    25.52275,    25.52275,    32.66617,        0.75,           2,         Inf,   0.2310633,         Inf,   0.2310633,    20.46905
        1969,      323.95,f_d13c_classical,f_gstar_constref,   10.230922,    13.20842,    16.02954,    30.07123,    25.64624,    25.64624,    32.82423,        0.75,           2,         Inf,   0.2310726,         Inf,   0.2310726,    20.47669
        1970,      324.98,f_d13c_classical,f_gstar_constref,   10.263664,    13.23929,    16.04236,    30.05191,    25.72778,    25.72778,    32.92860,        0.75,           2,         Inf,   0.2310771,         Inf,   0.2310771,    20.48170
        1971,      325.60,f_d13c_classical,f_gstar_constref,   10.283347,    13.25785,    16.05005,    30.04036,    25.77686,    25.77686,    32.99142,        0.75,           2,         Inf,   0.2310793,         Inf,   0.2310793,    20.48470
        1972,      326.71,f_d13c_classical,f_gstar_constref,   10.318537,    13.29103,    16.06376,    30.01979,    25.86473,    25.86473,    33.10389,        0.75,           2,         Inf,   0.2310822,         Inf,   0.2310822,    20.49004
        1973,      328.91,f_d13c_classical,f_gstar_constref,   10.388097,    13.35662,    16.09073,    29.97953,    26.03889,    26.03889,    33.32681,        0.75,           2,         Inf,   0.2310838,         Inf,   0.2310838,    20.50052
        1974,      329.39,f_d13c_classical,f_gstar_constref,   10.403242,    13.37090,    16.09658,    29.97083,    26.07690,    26.07690,    33.37544,        0.75,           2,         Inf,   0.2310835,         Inf,   0.2310835,    20.50279
        1975,      330.24,f_d13c_classical,f_gstar_constref,   10.430031,    13.39616,    16.10691,    29.95550,    26.14419,    26.14419,    33.46157,        0.75,           2,         Inf,   0.2310823,         Inf,   0.2310823,    20.50680
        1976,      331.14,f_d13c_classical,f_gstar_constref,   10.458356,    13.42287,    16.11780,    29.93937,    26.21544,    26.21544,    33.55276,        0.75,           2,         Inf,   0.2310802,         Inf,   0.2310802,    20.51101
        1977,      332.70,f_d13c_classical,f_gstar_constref,   10.507357,    13.46907,    16.13657,    29.91166,    26.33895,    26.33895,    33.71083,        0.75,           2,         Inf,   0.2310745,         Inf,   0.2310745,    20.51827
        1978,      334.57,f_d13c_classical,f_gstar_constref,   10.565934,    13.52431,    16.15890,    29.87884,    26.48701,    26.48701,    33.90031,        0.75,           2,         Inf,   0.2310645,         Inf,   0.2310645,    20.52689
        1979,      335.79,f_d13c_classical,f_gstar_constref,   10.604055,    13.56025,    16.17337,    29.85767,    26.58361,    26.58361,    34.02392,        0.75,           2,         Inf,   0.2310560,         Inf,   0.2310560,    20.53246
        1980,      337.75,f_d13c_classical,f_gstar_constref,   10.665145,    13.61786,    16.19645,    29.82404,    26.73880,    26.73880,    34.22252,        0.75,           2,         Inf,   0.2310393,         Inf,   0.2310393,    20.54133
        1981,      339.28,f_d13c_classical,f_gstar_constref,   10.712700,    13.66270,    16.21433,    29.79810,    26.85995,    26.85995,    34.37755,        0.75,           2,         Inf,   0.2310236,         Inf,   0.2310236,    20.54818
        1982,      340.47,f_d13c_classical,f_gstar_constref,   10.749607,    13.69750,    16.22814,    29.77812,    26.95418,    26.95418,    34.49812,        0.75,           2,         Inf,   0.2310099,         Inf,   0.2310099,    20.55347
        1983,      342.00,f_d13c_classical,f_gstar_constref,   10.796956,    13.74214,    16.24581,    29.75268,    27.07533,    27.07533,    34.65315,        0.75,           2,         Inf,   0.2309903,         Inf,   0.2309903,    20.56022
        1984,      343.46,f_d13c_classical,f_gstar_constref,   10.842032,    13.78465,    16.26255,    29.72865,    27.19095,    27.19095,    34.80108,        0.75,           2,         Inf,   0.2309696,         Inf,   0.2309696,    20.56661
        1985,      344.95,f_d13c_classical,f_gstar_constref,   10.887926,    13.82792,    16.27952,    29.70437,    27.30894,    27.30894,    34.95206,        0.75,           2,         Inf,   0.2309465,         Inf,   0.2309465,    20.57307
        1986,      346.28,f_d13c_classical,f_gstar_constref,   10.928801,    13.86646,    16.29458,    29.68291,    27.41427,    27.41427,    35.08682,        0.75,           2,         Inf,   0.2309241,         Inf,   0.2309241,    20.57880
        1987,      348.15,f_d13c_classical,f_gstar_constref,   10.986126,    13.92052,    16.31561,    29.65307,    27.56237,    27.56237,    35.27630,        0.75,           2,         Inf,   0.2308901,         Inf,   0.2308901,    20.58677
        1988,      350.39,f_d13c_classical,f_gstar_constref,   11.054571,    13.98505,    16.34057,    29.61781,    27.73977,    27.73977,    35.50327,        0.75,           2,         Inf,   0.2308453,         Inf,   0.2308453,    20.59622
        1989,      351.99,f_d13c_classical,f_gstar_constref,   11.103312,    14.03101,    16.35826,    29.59295,    27.86649,    27.86649,    35.66539,        0.75,           2,         Inf,   0.2308108,         Inf,   0.2308108,    20.60290
        1990,      353.18,f_d13c_classical,f_gstar_constref,   11.139484,    14.06512,    16.37133,    29.57464,    27.96074,    27.96074,    35.78596,        0.75,           2,         Inf,   0.2307837,         Inf,   0.2307837,    20.60783
        1991,      354.45,f_d13c_classical,f_gstar_constref,   11.178012,    14.10145,    16.38521,    29.55525,    28.06133,    28.06133,    35.91465,        0.75,           2,         Inf,   0.2307535,         Inf,   0.2307535,    20.61306
        1992,      355.37,f_d13c_classical,f_gstar_constref,   11.205875,    14.12772,    16.39521,    29.54131,    28.13420,    28.13420,    36.00787,        0.75,           2,         Inf,   0.2307309,         Inf,   0.2307309,    20.61682
        1993,      356.10,f_d13c_classical,f_gstar_constref,   11.227954,    14.14854,    16.40312,    29.53031,    28.19203,    28.19203,    36.08183,        0.75,           2,         Inf,   0.2307124,         Inf,   0.2307124,    20.61979
        1994,      357.61,f_d13c_classical,f_gstar_constref,   11.273545,    14.19153,    16.41941,    29.50772,    28.31163,    28.31163,    36.23483,        0.75,           2,         Inf,   0.2306729,         Inf,   0.2306729,    20.62590
        1995,      359.51,f_d13c_classical,f_gstar_constref,   11.330758,    14.24548,    16.43975,    29.47961,    28.46214,    28.46214,    36.42735,        0.75,           2,         Inf,   0.2306206,         Inf,   0.2306206,    20.63352
        1996,      361.19,f_d13c_classical,f_gstar_constref,   11.381205,    14.29305,    16.45760,    29.45505,    28.59522,    28.59522,    36.59758,        0.75,           2,         Inf,   0.2305721,         Inf,   0.2305721,    20.64020
        1997,      362.50,f_d13c_classical,f_gstar_constref,   11.420449,    14.33005,    16.47144,    29.43608,    28.69899,    28.69899,    36.73031,        0.75,           2,         Inf,   0.2305328,         Inf,   0.2305328,    20.64536
        1998,      365.23,f_d13c_classical,f_gstar_constref,   11.502037,    14.40692,    16.50002,    29.39707,    28.91526,    28.91526,    37.00693,        0.75,           2,         Inf,   0.2304481,         Inf,   0.2304481,    20.65601
        1999,      367.03,f_d13c_classical,f_gstar_constref,   11.555600,    14.45743,    16.51869,    29.37171,    29.05786,    29.05786,    37.18931,        0.75,           2,         Inf,   0.2303885,         Inf,   0.2303885,    20.66294
        2000,      368.22,f_d13c_classical,f_gstar_constref,   11.590930,    14.49074,    16.53095,    29.35511,    29.15214,    29.15214,    37.30989,        0.75,           2,         Inf,   0.2303479,         Inf,   0.2303479,    20.66749
        2001,      369.82,f_d13c_classical,f_gstar_constref,   11.638328,    14.53543,    16.54734,    29.33299,    29.27890,    29.27890,    37.47201,        0.75,           2,         Inf,   0.2302918,         Inf,   0.2302918,    20.67356
        2002,      371.89,f_d13c_classical,f_gstar_constref,   11.699475,    14.59309,    16.56839,    29.30470,    29.44291,    29.44291,    37.68175,        0.75,           2,         Inf,   0.2302165,         Inf,   0.2302165,    20.68135
        2003,      374.38,f_d13c_classical,f_gstar_constref,   11.772768,    14.66220,    16.59347,    29.27115,    29.64020,    29.64020,    37.93405,        0.75,           2,         Inf,   0.2301223,         Inf,   0.2301223,    20.69060
        2004,      376.11,f_d13c_classical,f_gstar_constref,   11.823525,    14.71006,    16.61074,    29.24815,    29.77727,    29.77727,    38.10935,        0.75,           2,         Inf,   0.2300544,         Inf,   0.2300544,    20.69696
        2005,      378.23,f_d13c_classical,f_gstar_constref,   11.885539,    14.76853,    16.63175,    29.22029,    29.94526,    29.94526,    38.32415,        0.75,           2,         Inf,   0.2299687,         Inf,   0.2299687,    20.70468
        2006,      380.28,f_d13c_classical,f_gstar_constref,   11.945311,    14.82490,    16.65188,    29.19370,    30.10771,    30.10771,    38.53187,        0.75,           2,         Inf,   0.2298832,         Inf,   0.2298832,    20.71206
        2007,      382.24,f_d13c_classical,f_gstar_constref,   12.002282,    14.87862,    16.67098,    29.16859,    30.26303,    30.26303,    38.73047,        0.75,           2,         Inf,   0.2297990,         Inf,   0.2297990,    20.71905
        2008,      384.14,f_d13c_classical,f_gstar_constref,   12.057345,    14.93054,    16.68935,    29.14453,    30.41359,    30.41359,    38.92299,        0.75,           2,         Inf,   0.2297152,         Inf,   0.2297152,    20.72576
        2009,      385.77,f_d13c_classical,f_gstar_constref,   12.104455,    14.97496,    16.70499,    29.12411,    30.54277,    30.54277,    39.08815,        0.75,           2,         Inf,   0.2296417,         Inf,   0.2296417,    20.73146
        2010,      387.96,f_d13c_classical,f_gstar_constref,   12.167565,    15.03447,    16.72585,    29.09699,    30.71633,    30.71633,    39.31005,        0.75,           2,         Inf,   0.2295406,         Inf,   0.2295406,    20.73906
        2011,      389.77,f_d13c_classical,f_gstar_constref,   12.219564,    15.08350,    16.74295,    29.07484,    30.85979,    30.85979,    39.49345,        0.75,           2,         Inf,   0.2294549,         Inf,   0.2294549,    20.74527
        2012,      391.87,f_d13c_classical,f_gstar_constref,   12.279715,    15.14022,    16.76264,    29.04944,    31.02623,    31.02623,    39.70623,        0.75,           2,         Inf,   0.2293534,         Inf,   0.2293534,    20.75242
        2013,      394.58,f_d13c_classical,f_gstar_constref,   12.357054,    15.21315,    16.78780,    29.01712,    31.24102,    31.24102,    39.98082,        0.75,           2,         Inf,   0.2292189,         Inf,   0.2292189,    20.76152
        2014,      396.68,f_d13c_classical,f_gstar_constref,   12.416764,    15.26945,    16.80712,    28.99243,    31.40748,    31.40748,    40.19360,        0.75,           2,         Inf,   0.2291120,         Inf,   0.2291120,    20.76850
        2015,      398.99,f_d13c_classical,f_gstar_constref,   12.482226,    15.33117,    16.82818,    28.96562,    31.59059,    31.59059,    40.42766,        0.75,           2,         Inf,   0.2289919,         Inf,   0.2289919,    20.77610
        2016,      402.35,f_d13c_classical,f_gstar_constref,   12.577033,    15.42057,    16.85848,    28.92726,    31.85694,    31.85694,    40.76811,        0.75,           2,         Inf,   0.2288126,         Inf,   0.2288126,    20.78699
